"","date","tempF"
"1744",2021-05-19 12:15:00,57.6322822570801
"1745",2021-05-19 12:30:00,57.9411659240723
"1746",2021-05-19 12:45:00,58.2500457763672
"1747",2021-05-19 13:00:00,58.8678131103516
"1748",2021-05-19 13:15:00,58.7905921936035
"1749",2021-05-19 13:30:00,59.0994758605957
"1750",2021-05-19 13:45:00,59.4855766296387
"1751",2021-05-19 14:00:00,59.0222549438477
"1752",2021-05-19 14:15:00,59.0994758605957
"1753",2021-05-19 14:30:00,59.0994758605957
"1754",2021-05-19 14:45:00,59.4083557128906
"1755",2021-05-19 15:00:00,58.9450340270996
"1756",2021-05-19 15:15:00,58.7905921936035
"1757",2021-05-19 15:30:00,58.7133712768555
"1758",2021-05-19 15:45:00,58.4817085266113
"1759",2021-05-19 16:00:00,58.4044876098633
"1760",2021-05-19 16:15:00,58.2500457763672
"1761",2021-05-19 16:30:00,57.9411659240723
"1762",2021-05-19 16:45:00,57.6322822570801
"1763",2021-05-19 17:00:00,57.4006195068359
"1764",2021-05-19 17:15:00,57.1689567565918
"1765",2021-05-19 17:30:00,56.9372940063477
"1766",2021-05-19 17:45:00,56.7056312561035
"1767",2021-05-19 18:00:00,56.4739723205566
"1768",2021-05-19 18:15:00,56.2423095703125
"1769",2021-05-19 18:30:00,56.0878677368164
"1770",2021-05-19 18:45:00,55.8562049865723
"1771",2021-05-19 19:00:00,55.7017631530762
"1772",2021-05-19 19:15:00,55.470100402832
"1773",2021-05-19 19:30:00,55.2384376525879
"1774",2021-05-19 19:45:00,55.006778717041
"1775",2021-05-19 20:00:00,54.8523368835449
"1776",2021-05-19 20:15:00,54.6978950500488
"1777",2021-05-19 20:30:00,54.4662322998047
"1778",2021-05-19 20:45:00,54.3890113830566
"1779",2021-05-19 21:00:00,54.1573486328125
"1780",2021-05-19 21:15:00,54.0029067993164
"1781",2021-05-19 21:30:00,53.8484649658203
"1782",2021-05-19 21:45:00,53.6940269470215
"1783",2021-05-19 22:00:00,53.6940269470215
"1784",2021-05-19 22:15:00,53.5395851135254
"1785",2021-05-19 22:30:00,53.5395851135254
"1786",2021-05-19 22:45:00,53.4623641967773
"1787",2021-05-19 23:00:00,53.3079223632812
"1788",2021-05-19 23:15:00,53.1534805297852
"1789",2021-05-19 23:30:00,53.0762596130371
"1790",2021-05-19 23:45:00,52.9990386962891
"1791",2021-05-20 00:00:00,52.844596862793
"1792",2021-05-20 00:15:00,52.7673759460449
"1793",2021-05-20 00:30:00,52.6901550292969
"1794",2021-05-20 00:45:00,52.5357131958008
"1795",2021-05-20 01:00:00,52.381275177002
"1796",2021-05-20 01:15:00,52.2268333435059
"1797",2021-05-20 01:30:00,52.2268333435059
"1798",2021-05-20 01:45:00,52.1496124267578
"1799",2021-05-20 02:00:00,51.9951705932617
"1800",2021-05-20 02:15:00,51.9179496765137
"1801",2021-05-20 02:30:00,51.7635078430176
"1802",2021-05-20 02:45:00,51.7635078430176
"1803",2021-05-20 03:00:00,51.6862869262695
"1804",2021-05-20 03:15:00,51.5318450927734
"1805",2021-05-20 03:30:00,51.5318450927734
"1806",2021-05-20 03:45:00,51.4546241760254
"1807",2021-05-20 04:00:00,51.3774032592773
"1808",2021-05-20 04:15:00,51.3001823425293
"1809",2021-05-20 04:30:00,51.2229614257812
"1810",2021-05-20 04:45:00,51.1457405090332
"1811",2021-05-20 05:00:00,50.9913024902344
"1812",2021-05-20 05:15:00,50.9913024902344
"1813",2021-05-20 05:30:00,50.9140815734863
"1814",2021-05-20 05:45:00,50.9140815734863
"1815",2021-05-20 06:00:00,50.8368606567383
"1816",2021-05-20 06:15:00,50.9140815734863
"1817",2021-05-20 06:30:00,50.6824188232422
"1818",2021-05-20 06:45:00,50.7596397399902
"1819",2021-05-20 07:00:00,50.7596397399902
"1820",2021-05-20 07:15:00,50.9913024902344
"1821",2021-05-20 07:30:00,51.1457405090332
"1822",2021-05-20 07:45:00,51.2229614257812
"1823",2021-05-20 08:00:00,51.3774032592773
"1824",2021-05-20 08:15:00,51.6090660095215
"1825",2021-05-20 08:30:00,51.8407287597656
"1826",2021-05-20 08:45:00,52.2268333435059
"1827",2021-05-20 09:00:00,52.4584922790527
"1828",2021-05-20 09:15:00,52.844596862793
"1829",2021-05-20 09:30:00,53.1534805297852
"1830",2021-05-20 09:45:00,53.4623641967773
"1831",2021-05-20 10:00:00,53.9256858825684
"1832",2021-05-20 10:15:00,54.2345695495605
"1833",2021-05-20 10:30:00,54.6206741333008
"1834",2021-05-20 10:45:00,55.006778717041
"1835",2021-05-20 11:00:00,55.3156585693359
"1836",2021-05-20 11:15:00,55.6245422363281
"1837",2021-05-20 11:30:00,55.9334259033203
"1838",2021-05-20 11:45:00,56.1650886535645
"1839",2021-05-20 12:00:00,56.4739723205566
"1840",2021-05-20 12:15:00,56.7828521728516
"1841",2021-05-20 12:30:00,57.1689567565918
"1842",2021-05-20 12:45:00,57.477840423584
"1843",2021-05-20 13:00:00,58.1728248596191
"1844",2021-05-20 13:15:00,58.2500457763672
"1845",2021-05-20 13:30:00,58.6361503601074
"1846",2021-05-20 13:45:00,58.9450340270996
"1847",2021-05-20 14:00:00,58.4817085266113
"1848",2021-05-20 14:15:00,58.5589294433594
"1849",2021-05-20 14:30:00,58.6361503601074
"1850",2021-05-20 14:45:00,58.7905921936035
"1851",2021-05-20 15:00:00,58.6361503601074
"1852",2021-05-20 15:15:00,58.4817085266113
"1853",2021-05-20 15:30:00,58.4817085266113
"1854",2021-05-20 15:45:00,58.3272666931152
"1855",2021-05-20 16:00:00,58.1728248596191
"1856",2021-05-20 16:15:00,58.0956039428711
"1857",2021-05-20 16:30:00,57.7095031738281
"1858",2021-05-20 16:45:00,57.477840423584
"1859",2021-05-20 17:00:00,57.1689567565918
"1860",2021-05-20 17:15:00,56.9372940063477
"1861",2021-05-20 17:30:00,56.7056312561035
"1862",2021-05-20 17:45:00,56.3967514038086
"1863",2021-05-20 18:00:00,56.2423095703125
"1864",2021-05-20 18:15:00,55.9334259033203
"1865",2021-05-20 18:30:00,55.7017631530762
"1866",2021-05-20 18:45:00,55.6245422363281
"1867",2021-05-20 19:00:00,55.470100402832
"1868",2021-05-20 19:15:00,55.2384376525879
"1869",2021-05-20 19:30:00,55.006778717041
"1870",2021-05-20 19:45:00,54.8523368835449
"1871",2021-05-20 20:00:00,54.6978950500488
"1872",2021-05-20 20:15:00,54.4662322998047
"1873",2021-05-20 20:30:00,54.3890113830566
"1874",2021-05-20 20:45:00,54.2345695495605
"1875",2021-05-20 21:00:00,54.0029067993164
"1876",2021-05-20 21:15:00,53.9256858825684
"1877",2021-05-20 21:30:00,53.6940269470215
"1878",2021-05-20 21:45:00,53.6940269470215
"1879",2021-05-20 22:00:00,53.6168060302734
"1880",2021-05-20 22:15:00,53.3851432800293
"1881",2021-05-20 22:30:00,53.2307014465332
"1882",2021-05-20 22:45:00,53.2307014465332
"1883",2021-05-20 23:00:00,53.1534805297852
"1884",2021-05-20 23:15:00,52.921817779541
"1885",2021-05-20 23:30:00,52.921817779541
"1886",2021-05-20 23:45:00,52.844596862793
"1887",2021-05-21 00:00:00,52.6129341125488
"1888",2021-05-21 00:15:00,52.6129341125488
"1889",2021-05-21 00:30:00,52.5357131958008
"1890",2021-05-21 00:45:00,52.381275177002
"1891",2021-05-21 01:00:00,52.381275177002
"1892",2021-05-21 01:15:00,52.381275177002
"1893",2021-05-21 01:30:00,52.2268333435059
"1894",2021-05-21 01:45:00,52.1496124267578
"1895",2021-05-21 02:00:00,52.0723915100098
"1896",2021-05-21 02:15:00,51.9951705932617
"1897",2021-05-21 02:30:00,51.9179496765137
"1898",2021-05-21 02:45:00,51.8407287597656
"1899",2021-05-21 03:00:00,51.6862869262695
"1900",2021-05-21 03:15:00,51.7635078430176
"1901",2021-05-21 03:30:00,51.6862869262695
"1902",2021-05-21 03:45:00,51.5318450927734
"1903",2021-05-21 04:00:00,51.6090660095215
"1904",2021-05-21 04:15:00,51.4546241760254
"1905",2021-05-21 04:30:00,51.3774032592773
"1906",2021-05-21 04:45:00,51.3774032592773
"1907",2021-05-21 05:00:00,51.3001823425293
"1908",2021-05-21 05:15:00,51.2229614257812
"1909",2021-05-21 05:30:00,51.1457405090332
"1910",2021-05-21 05:45:00,51.1457405090332
"1911",2021-05-21 06:00:00,51.1457405090332
"1912",2021-05-21 06:15:00,51.1457405090332
"1913",2021-05-21 06:30:00,51.1457405090332
"1914",2021-05-21 06:45:00,51.1457405090332
"1915",2021-05-21 07:00:00,51.3001823425293
"1916",2021-05-21 07:15:00,51.3774032592773
"1917",2021-05-21 07:30:00,51.4546241760254
"1918",2021-05-21 07:45:00,51.6090660095215
"1919",2021-05-21 08:00:00,51.7635078430176
"1920",2021-05-21 08:15:00,51.9951705932617
"1921",2021-05-21 08:30:00,52.2268333435059
"1922",2021-05-21 08:45:00,52.4584922790527
"1923",2021-05-21 09:00:00,52.7673759460449
"1924",2021-05-21 09:15:00,52.9990386962891
"1925",2021-05-21 09:30:00,53.0762596130371
"1926",2021-05-21 09:45:00,53.5395851135254
"1927",2021-05-21 10:00:00,54.0029067993164
"1928",2021-05-21 10:15:00,54.4662322998047
"1929",2021-05-21 10:30:00,54.8523368835449
"1930",2021-05-21 10:45:00,55.2384376525879
"1931",2021-05-21 11:00:00,55.7017631530762
"1932",2021-05-21 11:15:00,55.9334259033203
"1933",2021-05-21 11:30:00,56.0878677368164
"1934",2021-05-21 11:45:00,56.3195304870605
"1935",2021-05-21 12:00:00,56.1650886535645
"1936",2021-05-21 12:15:00,56.0878677368164
"1937",2021-05-21 12:30:00,55.9334259033203
"1938",2021-05-21 12:45:00,56.0878677368164
"1939",2021-05-21 13:00:00,56.3195304870605
"1940",2021-05-21 13:15:00,56.4739723205566
"1941",2021-05-21 13:30:00,56.3195304870605
"1942",2021-05-21 13:45:00,55.9334259033203
"1943",2021-05-21 14:00:00,55.7789840698242
"1944",2021-05-21 14:15:00,55.7789840698242
"1945",2021-05-21 14:30:00,55.9334259033203
"1946",2021-05-21 14:45:00,56.0878677368164
"1947",2021-05-21 15:00:00,56.0106468200684
"1948",2021-05-21 15:15:00,56.0878677368164
"1949",2021-05-21 15:30:00,56.2423095703125
"1950",2021-05-21 15:45:00,56.3195304870605
"1951",2021-05-21 16:00:00,56.2423095703125
"1952",2021-05-21 16:15:00,56.2423095703125
"1953",2021-05-21 16:30:00,56.3967514038086
"1954",2021-05-21 16:45:00,56.2423095703125
"1955",2021-05-21 17:00:00,56.2423095703125
"1956",2021-05-21 17:15:00,56.1650886535645
"1957",2021-05-21 17:30:00,56.0878677368164
"1958",2021-05-21 17:45:00,55.9334259033203
"1959",2021-05-21 18:00:00,55.7789840698242
"1960",2021-05-21 18:15:00,55.6245422363281
"1961",2021-05-21 18:30:00,55.470100402832
"1962",2021-05-21 18:45:00,55.3156585693359
"1963",2021-05-21 19:00:00,55.0839996337891
"1964",2021-05-21 19:15:00,55.006778717041
"1965",2021-05-21 19:30:00,54.929557800293
"1966",2021-05-21 19:45:00,54.6206741333008
"1967",2021-05-21 20:00:00,54.6206741333008
"1968",2021-05-21 20:15:00,54.3890113830566
"1969",2021-05-21 20:30:00,54.3117904663086
"1970",2021-05-21 20:45:00,54.1573486328125
"1971",2021-05-21 21:00:00,54.1573486328125
"1972",2021-05-21 21:15:00,53.9256858825684
"1973",2021-05-21 21:30:00,53.9256858825684
"1974",2021-05-21 21:45:00,53.7712478637695
"1975",2021-05-21 22:00:00,53.6940269470215
"1976",2021-05-21 22:15:00,53.6168060302734
"1977",2021-05-21 22:30:00,53.4623641967773
"1978",2021-05-21 22:45:00,53.4623641967773
"1979",2021-05-21 23:00:00,53.3851432800293
"1980",2021-05-21 23:15:00,53.2307014465332
"1981",2021-05-21 23:30:00,53.2307014465332
"1982",2021-05-21 23:45:00,53.1534805297852
"1983",2021-05-22 00:00:00,53.1534805297852
"1984",2021-05-22 00:15:00,53.1534805297852
"1985",2021-05-22 00:30:00,53.0762596130371
"1986",2021-05-22 00:45:00,52.9990386962891
"1987",2021-05-22 01:00:00,52.9990386962891
"1988",2021-05-22 01:15:00,52.921817779541
"1989",2021-05-22 01:30:00,53.0762596130371
"1990",2021-05-22 01:45:00,52.921817779541
"1991",2021-05-22 02:00:00,52.921817779541
"1992",2021-05-22 02:15:00,52.844596862793
"1993",2021-05-22 02:30:00,52.844596862793
"1994",2021-05-22 02:45:00,52.7673759460449
"1995",2021-05-22 03:00:00,52.7673759460449
"1996",2021-05-22 03:15:00,52.7673759460449
"1997",2021-05-22 03:30:00,52.7673759460449
